
INPUT IMAGE MATRIX -- ZERO PADDED
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1D CO-EFFICIENT KERNEL -- ZERO PADDED
1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	

Blurred OUTPUT IMAGE MATRIX
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
9	9	9	9	9	9	9	9	8	7	6	5	4	3	2	1	
